OBJECTID,EVENT_UNIQUE_ID,PRIMARY_OFFENCE,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
15087,GO-20189017052,THEFT UNDER - BICYCLE,5/31/2018 5:00:00 AM,2018,May,Thursday,31,151,11,6/1/2018 5:00:00 AM,2018,June,Friday,1,152,15,D13,"Apartment (Rooming House, Condo)",Apartment,GI,ESCAPE 2,RG,8,GRY,820,STOLEN,101,Forest Hill South (101),101,Forest Hill South (101),-79.4123006418307,43.684435826974,-8840136.87018978,5416737.06335229
15088,GO-20189016997,THEFT UNDER - BICYCLE,5/31/2018 5:00:00 AM,2018,May,Thursday,31,151,23,6/1/2018 5:00:00 AM,2018,June,Friday,1,152,0,D14,"Apartment (Rooming House, Condo)",Apartment,GI,,RG,11,BLK,2000,STOLEN,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.423426925523,43.64619049061,-8841375.44245909,5410851.60824446
15089,GO-20189017071,THEFT UNDER - BICYCLE,6/1/2018 5:00:00 AM,2018,June,Friday,1,152,9,6/1/2018 5:00:00 AM,2018,June,Friday,1,152,17,D52,"Open Areas (Lakes, Parks, Rivers)",Outside,OT,NEWBURY,TO,3,BLU,549.950012207031,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3910465395319,43.6513155904192,-8837770.87437787,5411640.07617584
15090,GO-20189017020,THEFT UNDER - BICYCLE,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,12,6/1/2018 5:00:00 AM,2018,June,Friday,1,152,11,D52,"Apartment (Rooming House, Condo)",Apartment,UK,MIXED TAPE 2016,RG,7,GRY,695,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3881410394782,43.6469631860668,-8837447.43548606,5410970.47875899
15091,GO-20189017020,THEFT UNDER - BICYCLE,5/28/2018 5:00:00 AM,2018,May,Monday,28,148,12,6/1/2018 5:00:00 AM,2018,June,Friday,1,152,11,D52,"Apartment (Rooming House, Condo)",Apartment,UK,SILHOUETTE2017U,RG,27,BLU,1125,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3881410394782,43.6469631860668,-8837447.43548606,5410970.47875899
15092,GO-20189017127,THEFT UNDER - BICYCLE,5/31/2018 5:00:00 AM,2018,May,Thursday,31,151,18,6/2/2018 5:00:00 AM,2018,June,Saturday,2,153,17,D51,Universities / Colleges,Educational,UK,,RG,20,BLU,1100,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3698427522879,43.6518898909935,-8835410.47949483,5411728.43337757
15093,GO-20189017127,THEFT UNDER - BICYCLE,5/31/2018 5:00:00 AM,2018,May,Thursday,31,151,18,6/2/2018 5:00:00 AM,2018,June,Saturday,2,153,17,D51,Universities / Colleges,Educational,RA,RAL CADENT 4,RG,20,BLU,1100,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3698427522879,43.6518898909935,-8835410.47949483,5411728.43337757
15094,GO-20189017119,THEFT UNDER,6/2/2018 5:00:00 AM,2018,June,Saturday,2,153,9,6/2/2018 5:00:00 AM,2018,June,Saturday,2,153,10,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,FJ,DECLARATION,RG,1,BLK,813.599975585938,STOLEN,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.4462505179153,43.6551697086351,-8843916.1530986,5412233.05523929
15095,GO-20189017138,THEFT UNDER - BICYCLE,5/30/2018 5:00:00 AM,2018,May,Wednesday,30,150,15,6/2/2018 5:00:00 AM,2018,June,Saturday,2,153,15,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NO,VFR,RG,21,BLK,650,STOLEN,084,Little Portugal (84),084,Little Portugal (84),-79.4228296257221,43.6412456850773,-8841308.95132724,5410090.94114787
15096,GO-20189017216,THEFT UNDER - BICYCLE,6/2/2018 5:00:00 AM,2018,June,Saturday,2,153,18,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,15,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,,RG,1,BLK,400,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3964957354901,43.6487331878368,-8838377.47599051,5411242.7796044
15097,GO-20189017214,THEFT UNDER - BICYCLE,6/2/2018 5:00:00 AM,2018,June,Saturday,2,153,15,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,15,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,TR,TREK 7.5 FX,OT,18,BLK,500,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3621343568586,43.6501852892888,-8834552.3848886,5411466.17988064
15098,GO-20189017240,THEFT UNDER,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,16,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,22,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,HYBRID BICYCLE,OT,21,BLU,250,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3860014435204,43.6552361943399,-8837209.25686016,5412243.28468471
15099,GO-20189017224,THEFT UNDER,6/1/2018 5:00:00 AM,2018,June,Friday,1,152,18,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,19,D31,Ttc Subway Station,Transit,OT,SINGLE SPEED 70,RC,1,LGR,0,STOLEN,027,York University Heights (27),027,York University Heights (27),-79.4910422999373,43.7634971560737,-8848902.35146256,5428915.47165911
15100,GO-20189017199,THEFT UNDER - BICYCLE,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,0,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,13,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TR,ZEKTOR 3,RG,18,BLK,1200,STOLEN,059,Danforth East York (59),059,Danforth East York (59),-79.3195862407184,43.6951630098961,-8829815.95028127,5418388.50968881
15101,GO-20189017170,THEFT UNDER - BICYCLE,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,0,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,7,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TR,ZEKTOR 3,RG,18,BLK,1100,STOLEN,059,Danforth East York (59),059,Danforth East York (59),-79.3195862407184,43.6951630098961,-8829815.95028127,5418388.50968881
15102,GO-20189017175,THEFT UNDER - BICYCLE,6/2/2018 5:00:00 AM,2018,June,Saturday,2,153,1,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,12,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,LINUS DUTCHI 3S,RG,3,YEL,1028,STOLEN,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.411066829643,43.6466012890221,-8839999.52286622,5410914.80474829
15103,GO-20189017188,THEFT UNDER - BICYCLE,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,11,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,18,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,,TR,30,RED,500,STOLEN,163,Fort York-Liberty Village (163),082,Niagara (82),-79.3997042334306,43.6366181757219,-8838734.64435408,5409379.14104263
15104,GO-20189017185,THEFT UNDER - SHOPLIFTING,6/2/2018 5:00:00 AM,2018,June,Saturday,2,153,23,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,2,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,CAMELEON 3,MT,21,GRY,0,STOLEN,162,West Queen West (162),082,Niagara (82),-79.4052570315796,43.6433949842511,-8839352.77911124,5410421.56341922
15105,GO-20189017199,THEFT UNDER - BICYCLE,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,0,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,13,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KO,DEW PLUS,RG,27,BLU,1200,STOLEN,059,Danforth East York (59),059,Danforth East York (59),-79.3195862407184,43.6951630098961,-8829815.95028127,5418388.50968881
15106,GO-20181006133,B&E,6/2/2018 5:00:00 AM,2018,June,Saturday,2,153,13,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,18,D53,"Private Property Structure (Pool, Shed, Detached Garage)",Other,PINARELLO,,OT,1,,3000,STOLEN,095,Annex (95),095,Annex (95),-79.3969151471933,43.6755439183277,-8838424.16472078,5415368.38068472
15107,GO-20189017291,THEFT UNDER - BICYCLE,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,20,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,11,D11,"Apartment (Rooming House, Condo)",Apartment,MIELE,CIRCLE,RC,14,BLU,500,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4554682212806,43.6648415345652,-8844942.26310285,5413721.29063442
15108,GO-20189017351,THEFT UNDER - BICYCLE,5/30/2018 5:00:00 AM,2018,May,Wednesday,30,150,0,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,17,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KO,DEW PLUS 2015,RG,21,BLK,900,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3866083403943,43.6486342877379,-8837276.81621384,5411227.5644079
15109,GO-20181011032,THEFT UNDER - BICYCLE,6/1/2018 5:00:00 AM,2018,June,Friday,1,152,16,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,14,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,YORKVILLE,OT,10,BLK,607.489990234375,STOLEN,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3749262530438,43.6643246034283,-8835976.3722376,5413641.74255779
15110,GO-20189017327,THEFT UNDER,6/1/2018 5:00:00 AM,2018,June,Friday,1,152,17,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,15,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MA,UNKNOWN,RG,18,GRY,0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3784277450713,43.6504100895137,-8836366.15654405,5411500.76515161
15111,GO-20189017424,THEFT UNDER - BICYCLE,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,17,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,23,D22,Schools During Supervised Activity,Educational,UK,,RG,8,SIL,150,STOLEN,018,New Toronto (18),018,New Toronto (18),-79.5212726923043,43.5999769910205,-8852267.58330649,5403744.95459305
15112,GO-20189017291,THEFT UNDER - BICYCLE,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,20,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,11,D11,"Apartment (Rooming House, Condo)",Apartment,TR,FX-7.2,RG,24,BLK,1000,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4554682212806,43.6648415345652,-8844942.26310285,5413721.29063442
15113,GO-20189017282,THEFT UNDER - BICYCLE,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,19,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,20,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RA,1972,RG,10,GRN,0,STOLEN,107,Oakwood Village (107),107,Oakwood Village (107),-79.4463994040965,43.6862505880888,-8843932.72701231,5417016.42446235
15114,GO-20189017335,THEFT UNDER - BICYCLE,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,1,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,13,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,WOMANS 28,OT,21,BGE,600,STOLEN,099,Mount Pleasant East (99),099,Mount Pleasant East (99),-79.3776155847128,43.7012246571739,-8836275.74730641,5419321.82890758
15115,GO-20181009019,THEFT UNDER - BICYCLE,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,20,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,8,D52,"Apartment (Rooming House, Condo)",Apartment,SUPERCYCLE,NITRO XT,OT,21,BLK,170,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3918736360407,43.6376516767554,-8837862.94628344,5409538.10866851
15116,GO-20189017310,THEFT UNDER - BICYCLE,6/2/2018 5:00:00 AM,2018,June,Saturday,2,153,9,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,12,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RA,,OT,21,BLU,600,STOLEN,027,York University Heights (27),027,York University Heights (27),-79.4634466016829,43.7502915921021,-8845830.41241312,5426880.20119863
15117,GO-20181011032,THEFT UNDER - BICYCLE,6/1/2018 5:00:00 AM,2018,June,Friday,1,152,16,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,14,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OTHER,,OT,10,BLK,800,STOLEN,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3749262530438,43.6643246034283,-8835976.3722376,5413641.74255779
15118,GO-20189017424,THEFT UNDER - BICYCLE,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,17,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,23,D22,Schools During Supervised Activity,Educational,UK,,RG,8,SIL,219.990005493164,STOLEN,018,New Toronto (18),018,New Toronto (18),-79.5212726923043,43.5999769910205,-8852267.58330649,5403744.95459305
15119,GO-20189017260,THEFT UNDER - BICYCLE,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,13,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,9,D51,"Apartment (Rooming House, Condo)",Apartment,OT,MOOSE XXL,OT,20,BLK,1500,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3804934494389,43.6646441037478,-8836596.10966147,5413690.90888573
15120,GO-20189017326,THEFT UNDER - BICYCLE,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,13,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,14,D14,"Apartment (Rooming House, Condo)",Apartment,SC,,RG,7,LBL,0,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.400821833058,43.6442960836739,-8838859.05501699,5410560.18130924
15121,GO-20189017360,THEFT UNDER,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,4,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,18,D52,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,KRANKED JS2011,MT,24,,450,STOLEN,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3935044396635,43.6560065955518,-8838044.4865543,5412361.82029617
15122,GO-20189017371,THEFT UNDER - BICYCLE,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,2,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,18,D13,"Apartment (Rooming House, Condo)",Apartment,OT,MIXED TAPE,RG,7,GRY,695,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4461210207362,43.6690514229463,-8843901.7375585,5414369.15472252
15123,GO-20189017355,THEFT UNDER - BICYCLE,5/26/2018 5:00:00 AM,2018,May,Saturday,26,146,17,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,16,D51,"Apartment (Rooming House, Condo)",Apartment,GI,LIV ROVE,TO,27,GRY,850,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3674107540807,43.652404391508,-8835139.75071586,5411807.59096346
15124,GO-20189017365,THEFT UNDER - BICYCLE,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,10,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,18,D54,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SC,,MT,21,,150,STOLEN,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.2973628569635,43.6949270154543,-8827342.05449068,5418352.17515749
15125,GO-20189017371,THEFT UNDER - BICYCLE,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,2,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,18,D13,"Apartment (Rooming House, Condo)",Apartment,OT,MIXED TAPE,RG,7,GRY,695,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4461210207362,43.6690514229463,-8843901.7375585,5414369.15472252
15126,GO-20181009212,THEFT OVER - BICYCLE,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,5,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,9,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RIDLEY,X NIGHT,OT,20,WHI,6000,STOLEN,099,Mount Pleasant East (99),099,Mount Pleasant East (99),-79.3896529551993,43.7130462071416,-8837615.7412053,5421142.27895521
15127,GO-20189017251,THEFT UNDER - BICYCLE,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,9,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,9,D51,"Open Areas (Lakes, Parks, Rivers)",Outside,GI,CYPRESS,RG,18,GRY,700,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3720685514929,43.6539564930602,-8835658.25430612,5412046.39065895
15128,GO-20189017337,THEFT UNDER - BICYCLE,6/2/2018 5:00:00 AM,2018,June,Saturday,2,153,23,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,13,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,ANNEX MEN'S HYB,RG,7,GRY,300,STOLEN,086,Roncesvalles (86),086,Roncesvalles (86),-79.4353550215471,43.644197892309,-8842703.27203194,5410545.0761502
15129,GO-20189017445,THEFT UNDER - BICYCLE,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,13,6/5/2018 5:00:00 AM,2018,June,Tuesday,5,156,13,D14,"Apartment (Rooming House, Condo)",Apartment,OT,ROAD BIKE,RC,7,CRM,100,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3983606338784,43.6402985794023,-8838585.07559757,5409945.2535224
15130,GO-20189017531,THEFT UNDER - BICYCLE,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,10,6/5/2018 5:00:00 AM,2018,June,Tuesday,5,156,20,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,FJ,ROADBIKE,RC,20,BLK,600,STOLEN,074,North St.James Town (74),074,North St.James Town (74),-79.3768430563389,43.67235631146,-8836189.74977151,5414877.77924854
15131,GO-20181017688,THEFT OF EBIKE UNDER $5000,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,23,6/5/2018 5:00:00 AM,2018,June,Tuesday,5,156,12,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,N/A,,EL,0,GRY,2400,STOLEN,074,North St.James Town (74),074,North St.James Town (74),-79.3744316556686,43.6688645080679,-8835921.31395141,5414340.38921283
15132,GO-20189017533,THEFT UNDER - BICYCLE,5/31/2018 5:00:00 AM,2018,May,Thursday,31,151,9,6/5/2018 5:00:00 AM,2018,June,Tuesday,5,156,21,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NO,VFR3,OT,21,GRY,400,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3786930451071,43.6510480901517,-8836395.68960496,5411598.92112679
15133,GO-20189017509,THEFT UNDER,6/4/2018 5:00:00 AM,2018,June,Monday,4,155,17,6/5/2018 5:00:00 AM,2018,June,Tuesday,5,156,17,D14,"Apartment (Rooming House, Condo)",Apartment,OT,,OT,21,BLK,329.989990234375,STOLEN,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4293931244748,43.6611570100586,-8842039.59658242,5413154.31249275
15134,GO-20189017552,THEFT UNDER - BICYCLE,6/5/2018 5:00:00 AM,2018,June,Tuesday,5,156,20,6/5/2018 5:00:00 AM,2018,June,Tuesday,5,156,23,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SU,CIRCUT,RC,14,DBL,300,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3775213469802,43.6513238904275,-8836265.25678024,5411641.35313917
15135,GO-20189017548,THEFT UNDER - BICYCLE,5/27/2018 5:00:00 AM,2018,May,Sunday,27,147,15,6/5/2018 5:00:00 AM,2018,June,Tuesday,5,156,22,D32,"Apartment (Rooming House, Condo)",Apartment,SC,700C,OT,14,WHI,700,STOLEN,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4547399191411,43.7140824555987,-8844861.18889506,5421301.87240033
15136,GO-20189017435,THEFT UNDER - BICYCLE,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,16,6/5/2018 5:00:00 AM,2018,June,Tuesday,5,156,10,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,KO,DEW PLUS,RG,24,BLU,899,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3797119440793,43.6473301864338,-8836509.11292281,5411026.9381546
15137,GO-20181016355,POSSESSION PROPERTY OBC UNDER,6/5/2018 5:00:00 AM,2018,June,Tuesday,5,156,0,6/5/2018 5:00:00 AM,2018,June,Tuesday,5,156,9,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SUPERCYCLE,NITRO XT,RG,21,BLUTWH,300,RECOVERED,072,Regent Park (72),072,Regent Park (72),-79.364446757126,43.6556123947161,-8834809.80007911,5412301.16754223
15138,GO-20189017450,THEFT UNDER,6/3/2018 5:00:00 AM,2018,June,Sunday,3,154,12,6/5/2018 5:00:00 AM,2018,June,Tuesday,5,156,10,D22,Go Station,Transit,OT,SPECIALIZED,MT,21,BLK,250,STOLEN,015,Kingsway South (15),015,Kingsway South (15),-79.5065924964388,43.6484192739066,-8850633.39136302,5411194.48582639
15139,GO-20189017448,THEFT UNDER - BICYCLE,5/23/2018 5:00:00 AM,2018,May,Wednesday,23,143,9,6/5/2018 5:00:00 AM,2018,June,Tuesday,5,156,9,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,UNKNOW,MT,1,BLK,850,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3764926462255,43.6457808848845,-8836150.74230874,5410788.5955463
15140,GO-20189017431,THEFT UNDER - BICYCLE,4/25/2018 5:00:00 AM,2018,April,Wednesday,25,115,9,6/5/2018 5:00:00 AM,2018,June,Tuesday,5,156,9,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,ROAD KING,RG,5,RED,100,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3678026520188,43.6443424834461,-8835183.37660166,5410567.31901005
